"품목별(1)","품목별(2)","품목별(3)",시점,항목,데이터
"기계 및 운수장비","금속공작용 기계","금속 또는 기타재료의 절삭방식에 의한 가공공작기계",2021. 11,수입액 (천달러),62859
"기계 및 운수장비","금속공작용 기계","금속,소결한 금속탄화물 또는 서어미트의 가공기계",2021. 11,수출액 (천달러),43066
"기계 및 운수장비","금속공작용 기계","금속,소결한 금속탄화물 또는 서어미트의 가공기계",2021. 11,수입액 (천달러),28290
"기계 및 운수장비","금속공작용 기계","731항 및 733항의 기계 전용 또는 주로 사용되는 부분품",2021. 11,수출액 (천달러),31059
"기계 및 운수장비","금속공작용 기계","731항 및 733항의 기계 전용 또는 주로 사용되는 부분품",2021. 11,수입액 (천달러),13203
"기계 및 운수장비","금속공작용 기계","금속공작기계,달리 명시되지 않은 동 부분품",2021. 11,수출액 (천달러),60454
"기계 및 운수장비","금속공작용 기계","금속공작기계,달리 명시되지 않은 동 부분품",2021. 11,수입액 (천달러),31928
"기계 및 운수장비","산업용 일반기계 및 장비","소계",2021. 11,수출액 (천달러),1821958
"기계 및 운수장비","산업용 일반기계 및 장비","소계",2021. 11,수입액 (천달러),1454258
"기계 및 운수장비","산업용 일반기계 및 장비","가열 및 냉각장치,달리 명시되지 않은 동 부분품",2021. 11,수출액 (천달러),458922
"기계 및 운수장비","산업용 일반기계 및 장비","가열 및 냉각장치,달리 명시되지 않은 동 부분품",2021. 11,수입액 (천달러),197710
"기계 및 운수장비","산업용 일반기계 및 장비","액체펌프와 액체엘리베이터",2021. 11,수출액 (천달러),104115
"기계 및 운수장비","산업용 일반기계 및 장비","액체펌프와 액체엘리베이터",2021. 11,수입액 (천달러),130091
"기계 및 운수장비","산업용 일반기계 및 장비","액체용 이외의 펌프,공기 또는 개스입축기 및 선풍기",2021. 11,수출액 (천달러),462950
"기계 및 운수장비","산업용 일반기계 및 장비","액체용 이외의 펌프,공기 또는 개스입축기 및 선풍기",2021. 11,수입액 (천달러),325709
"기계 및 운수장비","산업용 일반기계 및 장비","기계식 취급장치 및 달리 명시되지 않은 동 부분품",2021. 11,수출액 (천달러),235589
"기계 및 운수장비","산업용 일반기계 및 장비","기계식 취급장치 및 달리 명시되지 않은 동 부분품",2021. 11,수입액 (천달러),220457
"기계 및 운수장비","산업용 일반기계 및 장비","기타 비전기식 기계기기 및 장치",2021. 11,수출액 (천달러),61785
"기계 및 운수장비","산업용 일반기계 및 장비","기타 비전기식 기계기기 및 장치",2021. 11,수입액 (천달러),84079
"기계 및 운수장비","산업용 일반기계 및 장비","보올 베어링 또는 로울러 베어링",2021. 11,수출액 (천달러),77004
"기계 및 운수장비","산업용 일반기계 및 장비","보올 베어링 또는 로울러 베어링",2021. 11,수입액 (천달러),90753
"기계 및 운수장비","산업용 일반기계 및 장비","파이프.보일러의 동체.탱크.배트 등에 사용하는 탭",2021. 11,수출액 (천달러),162602
"기계 및 운수장비","산업용 일반기계 및 장비","파이프.보일러의 동체.탱크.배트 등에 사용하는 탭",2021. 11,수입액 (천달러),242000
"기계 및 운수장비","산업용 일반기계 및 장비","전동축",2021. 11,수출액 (천달러),121798
"기계 및 운수장비","산업용 일반기계 및 장비","전동축",2021. 11,수입액 (천달러),117193
"기계 및 운수장비","산업용 일반기계 및 장비","달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품",2021. 11,수출액 (천달러),137195
"기계 및 운수장비","산업용 일반기계 및 장비","달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품",2021. 11,수입액 (천달러),46265
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","소계",2021. 11,수출액 (천달러),1585653
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","소계",2021. 11,수입액 (천달러),1312971
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","사무용기계",2021. 11,수출액 (천달러),84878
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","사무용기계",2021. 11,수입액 (천달러),101867
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","자동자료처리기계",2021. 11,수출액 (천달러),66889
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","자동자료처리기계",2021. 11,수입액 (천달러),771484
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","751항 및 752항 기계전용 부분품",2021. 11,수출액 (천달러),1433886
"기계 및 운수장비","사무용 기계 및 자동자료 처리장치","751항 및 752항 기계전용 부분품",2021. 11,수입액 (천달러),439620
"기계 및 운수장비","통신 및 녹음기기","소계",2021. 11,수출액 (천달러),3643211
"기계 및 운수장비","통신 및 녹음기기","소계",2021. 11,수입액 (천달러),2218236
"기계 및 운수장비","통신 및 녹음기기","텔레비젼 수상기",2021. 11,수출액 (천달러),74517
"기계 및 운수장비","통신 및 녹음기기","텔레비젼 수상기",2021. 11,수입액 (천달러),270048
"기계 및 운수장비","통신 및 녹음기기","라디오방송용 수신기기",2021. 11,수출액 (천달러),30027
"기계 및 운수장비","통신 및 녹음기기","라디오방송용 수신기기",2021. 11,수입액 (천달러),6894
"기계 및 운수장비","통신 및 녹음기기","녹음기와 음성 재생기",2021. 11,수출액 (천달러),14834
"기계 및 운수장비","통신 및 녹음기기","녹음기와 음성 재생기",2021. 11,수입액 (천달러),11201
"기계 및 운수장비","통신 및 녹음기기","달리 명시되지 않은 통신장비",2021. 11,수출액 (천달러),3523834
"기계 및 운수장비","통신 및 녹음기기","달리 명시되지 않은 통신장비",2021. 11,수입액 (천달러),1930093
"기계 및 운수장비","전기기계장치와 기기","소계",2021. 11,수출액 (천달러),14194881
"기계 및 운수장비","전기기계장치와 기기","소계",2021. 11,수입액 (천달러),8486844
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 전력기기 및 부분품",2021. 11,수출액 (천달러),204206
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 전력기기 및 부분품",2021. 11,수입액 (천달러),286129
"기계 및 운수장비","전기기계장치와 기기","전기회로의 개폐용,보호용,접속용기기",2021. 11,수출액 (천달러),1097881
"기계 및 운수장비","전기기계장치와 기기","전기회로의 개폐용,보호용,접속용기기",2021. 11,수입액 (천달러),798980
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 배전용 장비",2021. 11,수출액 (천달러),322450
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 배전용 장비",2021. 11,수입액 (천달러),315743
"기계 및 운수장비","전기기계장치와 기기","전기식 진단용 기기",2021. 11,수출액 (천달러),169627
"기계 및 운수장비","전기기계장치와 기기","전기식 진단용 기기",2021. 11,수입액 (천달러),87687
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 가정용 전기 및 비전기장비",2021. 11,수출액 (천달러),444456
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 가정용 전기 및 비전기장비",2021. 11,수입액 (천달러),329511
"기계 및 운수장비","전기기계장치와 기기","열전자관,냉음극관 및 광전과",2021. 11,수출액 (천달러),10734734
"기계 및 운수장비","전기기계장치와 기기","열전자관,냉음극관 및 광전과",2021. 11,수입액 (천달러),5673195
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 전기기계 및 장치",2021. 11,수출액 (천달러),1221527
"기계 및 운수장비","전기기계장치와 기기","달리 명시되지 않은 전기기계 및 장치",2021. 11,수입액 (천달러),995600
"기계 및 운수장비","도로 주행 차량","소계",2021. 11,수출액 (천달러),5720974
"기계 및 운수장비","도로 주행 차량","소계",2021. 11,수입액 (천달러),1541102
"기계 및 운수장비","도로 주행 차량","승용자동차 및 기타의 차량",2021. 11,수출액 (천달러),3926793
"기계 및 운수장비","도로 주행 차량","승용자동차 및 기타의 차량",2021. 11,수입액 (천달러),983966
"기계 및 운수장비","도로 주행 차량","화물자동차 및 특수목적차량",2021. 11,수출액 (천달러),132424
"기계 및 운수장비","도로 주행 차량","화물자동차 및 특수목적차량",2021. 11,수입액 (천달러),69626
"기계 및 운수장비","도로 주행 차량","달리 명시되지 않은 도로주행차량",2021. 11,수출액 (천달러),53595
"기계 및 운수장비","도로 주행 차량","달리 명시되지 않은 도로주행차량",2021. 11,수입액 (천달러),26915
"기계 및 운수장비","도로 주행 차량","722,781,782 및 783항 차량의 부분품 및 부속품",2021. 11,수출액 (천달러),1572609
"기계 및 운수장비","도로 주행 차량","722,781,782 및 783항 차량의 부분품 및 부속품",2021. 11,수입액 (천달러),342413
"기계 및 운수장비","도로 주행 차량","자동이륜차 및 자전거(동력과 비동력의 것),환자운반구",2021. 11,수출액 (천달러),4836
"기계 및 운수장비","도로 주행 차량","자동이륜차 및 자전거(동력과 비동력의 것),환자운반구",2021. 11,수입액 (천달러),72801
"기계 및 운수장비","도로 주행 차량","트레일러 및 세미트레일러",2021. 11,수출액 (천달러),30717
"기계 및 운수장비","도로 주행 차량","트레일러 및 세미트레일러",2021. 11,수입액 (천달러),45380
"기계 및 운수장비","기타 수송장비","소계",2021. 11,수출액 (천달러),3674778
"기계 및 운수장비","기타 수송장비","소계",2021. 11,수입액 (천달러),667334
"기계 및 운수장비","기타 수송장비","철도차량 및 관련장비",2021. 11,수출액 (천달러),116269
"기계 및 운수장비","기타 수송장비","철도차량 및 관련장비",2021. 11,수입액 (천달러),12875
"기계 및 운수장비","기타 수송장비","항공기 및 관련장비 우주선",2021. 11,수출액 (천달러),108287
"기계 및 운수장비","기타 수송장비","항공기 및 관련장비 우주선",2021. 11,수입액 (천달러),548038
"기계 및 운수장비","기타 수송장비","선박,보트 및 부유구조물",2021. 11,수출액 (천달러),3450222
"기계 및 운수장비","기타 수송장비","선박,보트 및 부유구조물",2021. 11,수입액 (천달러),106421
"기타 제조제품","소계","소계",2021. 11,수출액 (천달러),4478052
"기타 제조제품","소계","소계",2021. 11,수입액 (천달러),5314339
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","소계",2021. 11,수출액 (천달러),41485
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","소계",2021. 11,수입액 (천달러),105846
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","조립식건축물",2021. 11,수출액 (천달러),3698
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","조립식건축물",2021. 11,수입액 (천달러),2112
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","달리 명시되지 않은 위생,연관,난방 조명장치 및 부착물",2021. 11,수출액 (천달러),17900
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","달리 명시되지 않은 위생,연관,난방 조명장치 및 부착물",2021. 11,수입액 (천달러),25585
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","달리 명시하지 않은 조명시설 및 조명기구",2021. 11,수출액 (천달러),19887
"기타 제조제품","조립식건축물 달리 명시되지 않은 위생,연관 및 부착물","달리 명시하지 않은 조명시설 및 조명기구",2021. 11,수입액 (천달러),78148
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션","소계",2021. 11,수출액 (천달러),97262
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션","소계",2021. 11,수입액 (천달러),289911
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션","가구 및 그 부분품",2021. 11,수출액 (천달러),97262
"기타 제조제품","가구 및 부분품;침대,에트리스,쿠션","가구 및 그 부분품",2021. 11,수입액 (천달러),289911
"기타 제조제품","여행용,핸드백 및 유사용기","소계",2021. 11,수출액 (천달러),27589
"기타 제조제품","여행용,핸드백 및 유사용기","소계",2021. 11,수입액 (천달러),335915
"기타 제조제품","여행용,핸드백 및 유사용기","트렁크,슈트케이스,화장품케이스등",2021. 11,수출액 (천달러),27589
"기타 제조제품","여행용,핸드백 및 유사용기","트렁크,슈트케이스,화장품케이스등",2021. 11,수입액 (천달러),335915
"기타 제조제품","의복제품 및 의복부속품","소계",2021. 11,수출액 (천달러),223571
"기타 제조제품","의복제품 및 의복부속품","소계",2021. 11,수입액 (천달러),1128810
"기타 제조제품","의복제품 및 의복부속품","남자 또는 소년용의 코트.자켓",2021. 11,수출액 (천달러),12630
"기타 제조제품","의복제품 및 의복부속품","남자 또는 소년용의 코트.자켓",2021. 11,수입액 (천달러),219918
"기타 제조제품","의복제품 및 의복부속품","여자용 코트.자켓.슈트.브레이저",2021. 11,수출액 (천달러),32375
"기타 제조제품","의복제품 및 의복부속품","여자용 코트.자켓.슈트.브레이저",2021. 11,수입액 (천달러),291026
"기타 제조제품","의복제품 및 의복부속품","남자 또는 소년용의 코트 및 이와 유사한 의류",2021. 11,수출액 (천달러),11152
"기타 제조제품","의복제품 및 의복부속품","남자 또는 소년용의 코트 및 이와 유사한 의류",2021. 11,수입액 (천달러),65771
"기타 제조제품","의복제품 및 의복부속품","여자 또는 소녀용의 코트,케이프,자켓,슈트 브레이저",2021. 11,수출액 (천달러),10697
"기타 제조제품","의복제품 및 의복부속품","여자 또는 소녀용의 코트,케이프,자켓,슈트 브레이저",2021. 11,수입액 (천달러),73400
"기타 제조제품","의복제품 및 의복부속품","달리 명시되지 않은 직물제의 의복제품",2021. 11,수출액 (천달러),51063
"기타 제조제품","의복제품 및 의복부속품","달리 명시되지 않은 직물제의 의복제품",2021. 11,수입액 (천달러),337126
"기타 제조제품","의복제품 및 의복부속품","직물제의 의복 악세사리(어린이용 제외)",2021. 11,수출액 (천달러),81983
"기타 제조제품","의복제품 및 의복부속품","직물제의 의복 악세사리(어린이용 제외)",2021. 11,수입액 (천달러),61177
"기타 제조제품","의복제품 및 의복부속품","의류와 의류부속품(직물제 제외)",2021. 11,수출액 (천달러),23671
"기타 제조제품","의복제품 및 의복부속품","의류와 의류부속품(직물제 제외)",2021. 11,수입액 (천달러),80392
"기타 제조제품","신발","소계",2021. 11,수출액 (천달러),40932
"기타 제조제품","신발","소계",2021. 11,수입액 (천달러),284635
"기타 제조제품","신발","신발",2021. 11,수출액 (천달러),40932
"기타 제조제품","신발","신발",2021. 11,수입액 (천달러),284635
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","소계",2021. 11,수출액 (천달러),1294399
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","소계",2021. 11,수입액 (천달러),1437583
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 광학기구 및 장치",2021. 11,수출액 (천달러),667352
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 광학기구 및 장치",2021. 11,수입액 (천달러),165782
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 의료용,외과용,치과용이나 수의용의 기기",2021. 11,수출액 (천달러),140568
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 의료용,외과용,치과용이나 수의용의 기기",2021. 11,수입액 (천달러),234179
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 계기",2021. 11,수출액 (천달러),12541
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 계기",2021. 11,수입액 (천달러),13450
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 측정,검사,분석 통제기구 및 장치",2021. 11,수출액 (천달러),473938
"기타 제조제품","달리 명시되지 않은 전문,과학,통제기구 및 장치","달리 명시되지 않은 측정,검사,분석 통제기구 및 장치",2021. 11,수입액 (천달러),1024172
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","소계",2021. 11,수출액 (천달러),548776
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","소계",2021. 11,수입액 (천달러),532605
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","달리 명시되지 않은 사진장치 및 장비",2021. 11,수출액 (천달러),6689
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","달리 명시되지 않은 사진장치 및 장비",2021. 11,수입액 (천달러),9435
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","사진 및 영화비품",2021. 11,수출액 (천달러),110953
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","사진 및 영화비품",2021. 11,수입액 (천달러),104591
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","영화필름",2021. 11,수입액 (천달러),1
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","달리 명시되지 않은 광학용품",2021. 11,수출액 (천달러),422066
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","달리 명시되지 않은 광학용품",2021. 11,수입액 (천달러),321875
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","휴대용시계 및 큰시계",2021. 11,수출액 (천달러),9067
"기타 제조제품","달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계","휴대용시계 및 큰시계",2021. 11,수입액 (천달러),96703
"기타 제조제품","달리 분류되지 않은 잡제품","소계",2021. 11,수출액 (천달러),2204040
"기타 제조제품","달리 분류되지 않은 잡제품","소계",2021. 11,수입액 (천달러),1199034
"기타 제조제품","달리 분류되지 않은 잡제품","무기 및 실탄",2021. 11,수출액 (천달러),105656
"기타 제조제품","달리 분류되지 않은 잡제품","무기 및 실탄",2021. 11,수입액 (천달러),8986
"기타 제조제품","달리 분류되지 않은 잡제품","인쇄물",2021. 11,수출액 (천달러),32830
"기타 제조제품","달리 분류되지 않은 잡제품","인쇄물",2021. 11,수입액 (천달러),32099
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지않은 플라스틱제의 물품",2021. 11,수출액 (천달러),378569
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지않은 플라스틱제의 물품",2021. 11,수입액 (천달러),287247
"기타 제조제품","달리 분류되지 않은 잡제품","유모차,장난감,게임 및 운동용품",2021. 11,수출액 (천달러),49615
"기타 제조제품","달리 분류되지 않은 잡제품","유모차,장난감,게임 및 운동용품",2021. 11,수입액 (천달러),281827
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지 않은 사무 및 문구용품",2021. 11,수출액 (천달러),18824
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지 않은 사무 및 문구용품",2021. 11,수입액 (천달러),22904
"기타 제조제품","달리 분류되지 않은 잡제품","예술품 수집가의 수집물 및 골동품",2021. 11,수출액 (천달러),5443
"기타 제조제품","달리 분류되지 않은 잡제품","예술품 수집가의 수집물 및 골동품",2021. 11,수입액 (천달러),60115
"기타 제조제품","달리 분류되지 않은 잡제품","신변장식용품.금세공품과 은세공품 및 기타의 귀석제품",2021. 11,수출액 (천달러),61223
"기타 제조제품","달리 분류되지 않은 잡제품","신변장식용품.금세공품과 은세공품 및 기타의 귀석제품",2021. 11,수입액 (천달러),94877
"기타 제조제품","달리 분류되지 않은 잡제품","악기 및 그 부분품과 부속품 ; 레코드,테이프",2021. 11,수출액 (천달러),1445876
"기타 제조제품","달리 분류되지 않은 잡제품","악기 및 그 부분품과 부속품 ; 레코드,테이프",2021. 11,수입액 (천달러),243793
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지 않은 잡제품",2021. 11,수출액 (천달러),106004
"기타 제조제품","달리 분류되지 않은 잡제품","달리 명시되지 않은 잡제품",2021. 11,수입액 (천달러),167186
"달리 분류되지 않은 상품 및 취급물","소계","소계",2021. 11,수출액 (천달러),67776
"달리 분류되지 않은 상품 및 취급물","소계","소계",2021. 11,수입액 (천달러),172403
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)","소계",2021. 11,수출액 (천달러),6
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)","소계",2021. 11,수입액 (천달러),68
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)","주화(금화 및 법화제외)",2021. 11,수출액 (천달러),6
"달리 분류되지 않은 상품 및 취급물","주화(금화 및 법화 제외)","주화(금화 및 법화제외)",2021. 11,수입액 (천달러),68
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)","소계",2021. 11,수출액 (천달러),62328
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)","소계",2021. 11,수입액 (천달러),170780
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)","금(금광 및 그정광제외) ; 화폐용이 아닌것",2021. 11,수출액 (천달러),62328
"달리 분류되지 않은 상품 및 취급물","금(금광 및 그정광 제외)","금(금광 및 그정광제외) ; 화폐용이 아닌것",2021. 11,수입액 (천달러),170780
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물","소계",2021. 11,수출액 (천달러),5441
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물","소계",2021. 11,수입액 (천달러),1556
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물","분류불능의 소액물품",2021. 11,수출액 (천달러),2633
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물","분류불능의 소액물품",2021. 11,수입액 (천달러),1556
"달리 분류되지 않은 상품 및 취급물","달리 분류되지 않은 상품및 취급물","화폐용의금,금화및경화",2021. 11,수출액 (천달러),2809
